21,6,832.58,772.59,96.44,194.98,1,-1,-1,-1
22,6,831.87,770.89,96.35,194.80,1,-1,-1,-1
25,6,825.60,752.64,98.10,198.78,1,-1,-1,-1
26,6,824.66,747.46,98.29,199.83,1,-1,-1,-1
27,6,824.77,743.08,97.54,198.80,1,-1,-1,-1
28,6,823.58,738.83,97.75,199.24,1,-1,-1,-1
29,6,823.80,731.74,98.52,201.52,1,-1,-1,-1
30,6,822.76,727.12,98.85,202.19,1,-1,-1,-1
31,6,823.34,723.69,96.25,197.42,1,-1,-1,-1
32,6,822.47,719.21,96.27,197.46,1,-1,-1,-1
32,9,1237.05,661.59,105.72,204.43,1,-1,-1,-1
33,9,1234.20,657.63,106.45,206.16,1,-1,-1,-1
34,9,1232.06,654.95,107.51,208.22,1,-1,-1,-1
36,9,1228.55,642.74,104.31,202.11,1,-1,-1,-1
37,9,1228.17,638.95,104.42,202.09,1,-1,-1,-1
38,9,1227.11,632.28,106.32,206.89,1,-1,-1,-1
39,9,1227.51,628.65,104.88,204.58,1,-1,-1,-1
40,9,1226.78,626.83,102.88,200.29,1,-1,-1,-1
41,9,1225.31,623.65,102.63,199.36,1,-1,-1,-1
42,9,1224.53,620.62,102.46,198.35,1,-1,-1,-1
43,9,1223.32,616.92,102.26,197.96,1,-1,-1,-1
49,9,1224.74,598.78,104.42,202.63,1,-1,-1,-1
50,9,1224.27,595.43,104.53,202.84,1,-1,-1,-1
53,9,1228.70,584.15,99.76,193.29,1,-1,-1,-1
54,9,1230.31,582.31,98.45,190.77,1,-1,-1,-1
55,9,1229.46,579.68,98.77,192.64,1,-1,-1,-1
55,13,1548.48,890.87,90.99,188.13,1,-1,-1,-1
56,9,1229.53,576.46,98.47,192.05,1,-1,-1,-1
56,13,1544.52,886.83,92.86,192.17,1,-1,-1,-1
57,13,1541.64,882.68,94.63,196.32,1,-1,-1,-1
58,13,1538.83,877.14,96.27,200.45,1,-1,-1,-1
59,13,1536.32,870.48,97.99,205.24,1,-1,-1,-1
60,13,1534.05,866.82,97.45,205.52,1,-1,-1,-1
61,13,1532.98,864.97,95.17,202.10,1,-1,-1,-1
62,13,1530.42,861.32,96.11,204.11,1,-1,-1,-1
64,9,1227.69,551.96,99.67,194.73,1,-1,-1,-1
65,9,1226.70,548.26,100.17,196.28,1,-1,-1,-1
65,13,1526.49,849.15,94.64,202.88,1,-1,-1,-1
66,9,1226.48,545.09,100.23,196.40,1,-1,-1,-1
66,13,1523.57,847.20,95.40,206.82,1,-1,-1,-1
67,13,1521.22,843.62,96.11,208.36,1,-1,-1,-1
68,13,1517.34,841.57,96.34,211.54,1,-1,-1,-1
69,9,1227.65,541.25,94.95,183.72,1,-1,-1,-1
69,13,1514.77,838.15,97.12,213.25,1,-1,-1,-1
70,9,1226.86,539.59,96.19,185.00,1,-1,-1,-1
71,9,1226.82,537.05,95.76,184.17,1,-1,-1,-1
72,16,1139.72,962.39,102.71,116.61,1,-1,-1,-1
73,16,1137.23,959.50,105.01,119.50,1,-1,-1,-1
74,16,1135.60,957.17,106.73,121.83,1,-1,-1,-1
75,16,1133.08,953.65,109.22,125.35,1,-1,-1,-1
76,16,1131.33,950.42,111.20,128.58,1,-1,-1,-1
77,16,1129.78,947.98,112.45,131.02,1,-1,-1,-1
78,16,1128.67,945.83,113.39,133.17,1,-1,-1,-1
79,16,1127.82,943.80,114.02,135.20,1,-1,-1,-1
80,16,1126.84,940.48,115.65,138.52,1,-1,-1,-1
81,9,1230.80,518.83,96.07,181.85,1,-1,-1,-1
81,16,1126.02,938.00,116.55,141.00,1,-1,-1,-1
82,9,1229.93,516.93,96.12,179.76,1,-1,-1,-1
82,16,1124.29,935.50,118.61,143.50,1,-1,-1,-1
83,9,1229.27,516.30,96.20,177.73,1,-1,-1,-1
83,16,1124.65,932.23,119.72,146.77,1,-1,-1,-1
84,9,1228.64,514.81,96.98,177.66,1,-1,-1,-1
84,16,1124.73,929.89,119.85,149.11,1,-1,-1,-1
85,9,1228.82,512.98,96.62,177.01,1,-1,-1,-1
85,16,1125.03,927.77,120.04,151.23,1,-1,-1,-1
86,16,1125.30,925.09,120.47,153.91,1,-1,-1,-1
87,16,1126.02,922.85,120.72,156.15,1,-1,-1,-1
88,16,1127.37,921.42,120.01,157.58,1,-1,-1,-1
89,16,1128.42,919.01,119.98,159.99,1,-1,-1,-1
90,16,1128.32,912.97,122.28,166.03,1,-1,-1,-1
91,16,1128.17,907.50,124.03,171.50,1,-1,-1,-1
92,16,1127.28,904.48,126.21,174.52,1,-1,-1,-1
93,16,1127.62,901.11,125.81,177.89,1,-1,-1,-1
94,16,1127.16,896.70,126.16,182.30,1,-1,-1,-1
95,16,1127.12,896.41,124.11,182.59,1,-1,-1,-1
96,16,1126.38,894.48,123.43,184.52,1,-1,-1,-1
97,16,1125.54,893.18,122.35,185.82,1,-1,-1,-1
98,16,1125.20,892.13,121.32,186.87,1,-1,-1,-1
99,16,1125.00,889.87,121.07,189.13,1,-1,-1,-1
100,16,1123.49,886.48,121.25,192.52,1,-1,-1,-1
101,16,1121.28,883.32,121.36,195.68,1,-1,-1,-1
102,16,1119.64,878.29,122.35,200.71,1,-1,-1,-1
103,16,1119.59,873.86,122.89,205.14,1,-1,-1,-1
104,16,1118.41,869.65,122.90,208.71,1,-1,-1,-1
105,16,1117.70,868.12,121.49,209.33,1,-1,-1,-1
106,16,1117.41,866.35,120.37,210.11,1,-1,-1,-1
107,16,1116.71,864.47,118.55,209.65,1,-1,-1,-1
108,16,1116.75,861.90,117.30,210.03,1,-1,-1,-1
109,16,1116.47,859.71,115.49,208.78,1,-1,-1,-1
