1,293,1000.00,117.00,64.00,182.00,1,-1,-1,-1
1,292,1119.00,108.00,60.00,128.00,1,-1,-1,-1
1,291,790.00,31.00,54.00,130.00,1,-1,-1,-1
1,290,942.00,106.00,70.00,172.00,1,-1,-1,-1
1,289,723.00,83.00,73.00,168.00,1,-1,-1,-1
1,288,939.00,1.00,53.00,127.00,1,-1,-1,-1
1,287,1498.00,252.00,68.00,164.00,1,-1,-1,-1
1,286,691.00,123.00,72.00,175.00,1,-1,-1,-1
1,285,743.00,142.00,76.00,197.00,1,-1,-1,-1
1,284,406.00,211.00,71.00,204.00,1,-1,-1,-1
1,283,364.00,194.00,77.00,204.00,1,-1,-1,-1
1,282,783.00,88.00,72.00,169.00,1,-1,-1,-1
1,281,839.00,188.00,83.00,185.00,1,-1,-1,-1
1,280,1046.00,153.00,72.00,197.00,1,-1,-1,-1
1,279,1282.00,170.00,77.00,178.00,1,-1,-1,-1
1,278,845.00,63.00,73.00,172.00,1,-1,-1,-1
1,277,900.00,167.00,83.00,195.00,1,-1,-1,-1
1,276,1093.00,217.00,100.00,221.00,1,-1,-1,-1
1,275,1336.00,64.00,59.00,93.00,1,-1,-1,-1
1,274,685.00,221.00,101.00,187.00,1,-1,-1,-1
1,273,599.00,207.00,77.00,195.00,1,-1,-1,-1
1,272,486.00,144.00,77.00,194.00,1,-1,-1,-1
1,271,732.00,495.00,162.00,335.00,1,-1,-1,-1
1,270,282.00,436.00,114.00,310.00,1,-1,-1,-1
1,269,1429.00,225.00,90.00,200.00,1,-1,-1,-1
1,268,96.00,273.00,112.00,205.00,1,-1,-1,-1
1,267,331.00,521.00,145.00,350.00,1,-1,-1,-1
1,266,54.00,714.00,149.00,365.00,1,-1,-1,-1
2,295,968.00,162.00,67.00,185.00,1,-1,-1,-1
2,294,573.00,163.00,68.00,199.00,1,-1,-1,-1
2,293,1003.65,117.02,60.70,176.95,1,-1,-1,-1
2,292,1119.55,108.01,59.90,131.98,1,-1,-1,-1
2,291,793.32,27.26,54.36,127.48,1,-1,-1,-1
2,290,943.57,107.10,68.86,173.81,1,-1,-1,-1
2,289,724.92,84.19,71.17,164.62,1,-1,-1,-1
2,288,938.57,-0.28,52.86,120.56,1,-1,-1,-1
2,287,1501.08,252.81,66.84,160.38,1,-1,-1,-1
2,286,691.74,120.66,71.53,176.68,1,-1,-1,-1
2,285,745.00,141.00,76.00,197.00,1,-1,-1,-1
2,284,406.32,208.10,72.35,203.80,1,-1,-1,-1
2,283,363.73,190.72,74.53,200.56,1,-1,-1,-1
2,282,782.34,85.22,73.32,168.55,1,-1,-1,-1
2,281,841.87,187.29,81.26,182.41,1,-1,-1,-1
2,280,1047.89,152.29,70.22,193.41,1,-1,-1,-1
2,279,1284.93,167.16,76.14,176.69,1,-1,-1,-1
2,278,845.76,61.57,71.48,170.86,1,-1,-1,-1
2,277,902.24,165.45,84.52,196.10,1,-1,-1,-1
2,276,1100.96,216.16,109.08,221.68,1,-1,-1,-1
2,275,1337.23,61.65,58.55,90.70,1,-1,-1,-1
2,274,685.13,221.76,100.74,185.47,1,-1,-1,-1
2,273,598.77,204.61,77.47,198.79,1,-1,-1,-1
2,272,487.21,142.47,77.57,193.06,1,-1,-1,-1
2,271,730.58,496.88,157.85,330.23,1,-1,-1,-1
2,270,281.41,434.90,115.17,308.20,1,-1,-1,-1
2,269,1432.76,222.54,88.48,198.93,1,-1,-1,-1
2,268,97.95,272.10,111.11,203.80,1,-1,-1,-1
2,267,326.31,522.27,147.38,352.47,1,-1,-1,-1
2,266,52.05,714.88,148.90,364.24,1,-1,-1,-1
3,295,970.26,161.30,66.48,180.40,1,-1,-1,-1
3,294,572.24,162.30,67.51,194.40,1,-1,-1,-1
3,293,1004.60,115.77,60.92,175.40,1,-1,-1,-1
3,292,1120.36,107.26,59.28,133.72,1,-1,-1,-1
