1,30,950.00,520.00,58.00,142.00,1,-1,-1,-1
1,29,1361.00,1022.00,100.00,57.00,1,-1,-1,-1
1,28,919.00,540.00,54.00,156.00,1,-1,-1,-1
1,27,1068.00,509.00,54.00,145.00,1,-1,-1,-1
1,26,763.00,454.00,52.00,111.00,1,-1,-1,-1
1,25,815.00,455.00,53.00,125.00,1,-1,-1,-1
1,24,738.00,472.00,45.00,103.00,1,-1,-1,-1
1,23,1005.00,507.00,64.00,144.00,1,-1,-1,-1
1,22,1233.00,592.00,60.00,187.00,1,-1,-1,-1
1,21,788.00,491.00,54.00,133.00,1,-1,-1,-1
1,20,1426.00,596.00,78.00,181.00,1,-1,-1,-1
1,19,874.00,467.00,56.00,137.00,1,-1,-1,-1
1,18,1229.00,441.00,67.00,110.00,1,-1,-1,-1
1,17,1670.00,668.00,83.00,214.00,1,-1,-1,-1
1,16,862.00,533.00,63.00,158.00,1,-1,-1,-1
1,15,1504.00,514.00,52.00,101.00,1,-1,-1,-1
1,14,1091.00,547.00,77.00,178.00,1,-1,-1,-1
1,13,1048.00,436.00,50.00,124.00,1,-1,-1,-1
1,12,1585.00,675.00,110.00,236.00,1,-1,-1,-1
1,11,1469.00,641.00,81.00,204.00,1,-1,-1,-1
1,10,1025.00,608.00,85.00,196.00,1,-1,-1,-1
1,9,1650.00,833.00,100.00,243.00,1,-1,-1,-1
1,8,1433.00,511.00,60.00,98.00,1,-1,-1,-1
1,7,953.00,605.00,79.00,199.00,1,-1,-1,-1
1,6,1164.00,605.00,69.00,197.00,1,-1,-1,-1
1,5,196.00,814.00,141.00,265.00,1,-1,-1,-1
1,4,806.00,524.00,71.00,172.00,1,-1,-1,-1
1,3,343.00,818.00,127.00,258.00,1,-1,-1,-1
1,2,667.00,682.00,100.00,222.00,1,-1,-1,-1
1,1,757.00,692.00,96.00,209.00,1,-1,-1,-1
2,30,947.97,520.08,61.06,149.84,1,-1,-1,-1
2,29,1363.88,1022.07,99.24,56.86,1,-1,-1,-1
2,28,916.81,537.87,58.38,158.25,1,-1,-1,-1
2,27,1068.88,512.32,53.24,144.35,1,-1,-1,-1
2,26,766.65,452.77,50.69,111.45,1,-1,-1,-1
2,25,815.02,456.96,53.96,127.08,1,-1,-1,-1
2,24,737.79,473.49,45.41,106.02,1,-1,-1,-1
2,23,1006.00,510.00,64.00,144.00,1,-1,-1,-1
2,22,1232.81,592.62,59.39,187.76,1,-1,-1,-1
2,21,784.76,488.60,52.48,131.80,1,-1,-1,-1
2,20,1430.39,597.12,79.21,179.77,1,-1,-1,-1
2,19,874.05,466.87,53.89,131.27,1,-1,-1,-1
2,18,1230.95,441.08,66.09,108.85,1,-1,-1,-1
2,17,1666.07,668.83,81.87,210.34,1,-1,-1,-1
2,16,862.83,534.42,62.33,158.15,1,-1,-1,-1
2,15,1503.06,513.89,52.88,102.22,1,-1,-1,-1
2,14,1089.12,546.73,77.76,178.54,1,-1,-1,-1
2,13,1048.05,435.88,49.90,123.24,1,-1,-1,-1
2,12,1580.41,675.15,111.19,234.70,1,-1,-1,-1
2,11,1468.64,639.92,78.71,202.16,1,-1,-1,-1
2,10,1026.88,609.28,84.24,195.45,1,-1,-1,-1
2,9,1653.26,831.38,102.48,246.24,1,-1,-1,-1
2,8,1432.93,511.12,60.15,98.76,1,-1,-1,-1
