16,9,799.95,751.40,76.49,127.60,1,-1,-1,-1
17,9,797.61,747.79,78.28,131.21,1,-1,-1,-1
18,9,795.59,745.22,79.28,133.78,1,-1,-1,-1
19,9,792.66,741.61,80.64,137.39,1,-1,-1,-1
20,9,792.15,741.10,80.16,137.90,1,-1,-1,-1
21,9,790.11,740.35,79.74,138.65,1,-1,-1,-1
22,9,788.19,739.49,79.33,139.51,1,-1,-1,-1
23,9,785.48,737.92,79.26,141.08,1,-1,-1,-1
24,9,783.18,736.06,79.28,142.94,1,-1,-1,-1
25,9,780.02,733.45,79.37,144.89,1,-1,-1,-1
26,9,778.24,731.21,78.71,145.57,1,-1,-1,-1
27,9,776.75,730.42,76.96,144.44,1,-1,-1,-1
28,9,774.45,728.22,75.94,144.60,1,-1,-1,-1
29,9,772.57,725.48,75.10,144.61,1,-1,-1,-1
30,9,770.47,723.19,75.06,145.89,1,-1,-1,-1
31,9,768.09,721.23,75.62,146.97,1,-1,-1,-1
32,11,1108.34,569.56,59.78,116.42,1,-1,-1,-1
33,11,1107.43,570.05,59.61,115.91,1,-1,-1,-1
34,11,1107.10,569.42,59.65,115.79,1,-1,-1,-1
35,9,762.63,714.85,75.19,148.31,1,-1,-1,-1
35,11,1106.25,569.91,59.77,115.79,1,-1,-1,-1
36,9,762.01,713.70,74.27,148.35,1,-1,-1,-1
36,11,1105.92,570.06,60.63,117.22,1,-1,-1,-1
37,9,760.44,710.65,74.70,151.02,1,-1,-1,-1
37,11,1104.93,570.10,61.34,118.42,1,-1,-1,-1
38,9,758.47,708.75,75.16,151.96,1,-1,-1,-1
38,11,1104.45,570.34,61.43,118.59,1,-1,-1,-1
39,11,1104.48,570.11,61.72,118.95,1,-1,-1,-1
40,11,1104.40,570.09,61.87,119.04,1,-1,-1,-1
41,11,1103.31,570.08,62.07,119.07,1,-1,-1,-1
42,11,1102.87,570.20,62.15,119.23,1,-1,-1,-1
43,11,1102.25,570.07,62.52,119.87,1,-1,-1,-1
44,11,1102.50,570.05,62.43,119.35,1,-1,-1,-1
45,9,747.16,689.32,73.67,154.23,1,-1,-1,-1
45,11,1102.13,570.14,62.50,119.48,1,-1,-1,-1
